time,irradiance,power,theoretical_power,temp,humidity,wind_speed,cloud_cover (%),gti,precipitation
01-09-2021 05:00,2,0,0.3631824,26.199,86.982,7.404,60.072,0.031,0
01-09-2021 05:05,3,0,0.5447736,26.215,86.994,7.359,63.332,0.152,0
01-09-2021 05:10,2,0,0.3631824,26.23,86.956,7.326,66.991,0.42,0
01-09-2021 05:15,2,0,0.3631824,26.243,86.873,7.305,71.062,0.859,0
01-09-2021 05:20,2,0,0.3631824,26.256,86.75,7.294,75.381,1.461,0
01-09-2021 05:25,2,0,0.3631824,26.269,86.593,7.292,79.789,2.216,0
01-09-2021 05:30,2,0,0.3631824,26.282,86.407,7.297,84.125,3.118,0
01-09-2021 05:35,3,0,0.5447736,26.297,86.199,7.308,88.227,4.157,0
01-09-2021 05:40,1,0,0.1815912,26.313,85.973,7.323,91.935,5.326,0
01-09-2021 05:45,2,0,0.3631824,26.331,85.735,7.341,95.087,6.615,0
01-09-2021 05:50,3,0,0.5447736,26.351,85.49,7.361,97.523,8.018,0
01-09-2021 05:55,2,0,0.3631824,26.374,85.244,7.381,99.081,9.525,0
01-09-2021 06:00,2,0,0.3631824,26.401,85.003,7.399,99.809,11.425,0
01-09-2021 06:05,2,0,0.3631824,26.432,84.768,7.415,100,14.253,0
01-09-2021 06:10,2,0,0.3631824,26.467,84.54,7.426,100,18.466,0
01-09-2021 06:15,2,0,0.3631824,26.506,84.316,7.433,100,24.156,0
01-09-2021 06:25,3,0,0.5447736,26.594,83.869,7.427,100,39.031,0
01-09-2021 06:30,2,0,0.3631824,26.643,83.639,7.412,100,47.753,0
01-09-2021 06:35,4,0,0.7263648,26.696,83.402,7.388,100,57.021,0
01-09-2021 06:40,4,0,0.7263648,26.751,83.153,7.354,100,66.602,0
01-09-2021 06:45,4,0,0.7263648,26.81,82.891,7.309,100,76.265,0
01-09-2021 06:50,7,0.08,1.2711384,26.871,82.612,7.251,100,85.776,0
01-09-2021 06:55,8,0.52,1.4527296,26.935,82.313,7.18,100,94.905,0
01-09-2021 07:00,13,0.78,2.3606856,27.001,81.992,7.095,100,103.662,0
01-09-2021 07:05,15,0.99,2.723868,27.069,81.649,6.996,100,112.328,0
01-09-2021 07:10,16,1.29,2.9054592,27.138,81.287,6.883,100,121.221,0
01-09-2021 07:15,17,1.46,3.0870504,27.209,80.912,6.759,100,130.45,0
01-09-2021 07:20,20,1.78,3.631824,27.281,80.53,6.627,100,139.895,0
01-09-2021 07:25,23,2.06,4.1765976,27.352,80.148,6.487,100,149.431,0
01-09-2021 07:30,28,2.54,5.0845536,27.423,79.773,6.343,100,158.937,0
01-09-2021 07:35,28,2.71,5.0845536,27.492,79.411,6.197,100,168.292,0
01-09-2021 07:40,27,2.8,4.9029624,27.56,79.068,6.05,100,177.372,0
01-09-2021 07:45,29,2.82,5.2661448,27.625,78.75,5.905,100,186.055,0
01-09-2021 07:50,29,2.91,5.2661448,27.687,78.465,5.764,100,194.22,0
01-09-2021 07:55,31,3.21,5.6293272,27.745,78.219,5.63,100,201.744,0
01-09-2021 08:00,28,3.2,5.0845536,27.799,78.016,5.503,100,208.52,0
01-09-2021 08:05,29,3.27,5.2661448,27.848,77.859,5.387,100,214.521,0
01-09-2021 08:10,31,3.19,5.6293272,27.895,77.744,5.28,100,219.815,0
01-09-2021 08:15,36,3.5,6.5372832,27.938,77.663,5.183,100,224.55,0
01-09-2021 08:20,35,3.75,6.355692,27.98,77.606,5.096,100,228.893,0
01-09-2021 08:25,39,4.53,7.0820568,28.022,77.565,5.018,100,233.009,0
01-09-2021 08:30,48,5.27,8.7163776,28.065,77.532,4.949,100,237.064,0
01-09-2021 08:35,49,5.68,8.8979688,28.11,77.496,4.888,100,241.222,0
01-09-2021 08:40,53,5.97,9.6243336,28.158,77.45,4.836,100,245.649,0
01-09-2021 08:45,62,6.85,11.2586544,28.21,77.385,4.791,100,250.512,0
01-09-2021 08:50,66,7.73,11.9850192,28.267,77.291,4.755,100,255.975,0
01-09-2021 08:55,66,7.43,11.9850192,28.331,77.159,4.725,100,262.205,0
01-09-2021 09:00,66,7.46,11.9850192,28.403,76.983,4.702,100,269.98,0
01-09-2021 09:05,67,7.62,12.1666104,28.482,76.758,4.686,100,280.448,0
01-09-2021 09:10,74,8.43,13.4377488,28.569,76.487,4.674,100,294.387,0
01-09-2021 09:15,78,9.1,14.1641136,28.661,76.177,4.667,100,311.592,0
01-09-2021 09:20,82,9.68,14.8904784,28.757,75.837,4.663,100,331.118,0
01-09-2021 09:25,87,10.18,15.7984344,28.856,75.476,4.661,100,352.023,0
01-09-2021 09:30,90,10.58,16.343208,28.957,75.1,4.659,100,373.364,0
01-09-2021 09:35,99,11.5,17.9775288,29.057,74.718,4.657,100,394.197,0
01-09-2021 09:40,106,12.34,19.2486672,29.155,74.339,4.653,100,413.58,0
01-09-2021 09:45,111,13.5,20.1566232,29.249,73.971,4.647,100,430.57,0
01-09-2021 09:50,122,14.47,22.1541264,29.339,73.622,4.636,100,444.222,0
01-09-2021 09:55,130,15.82,23.606856,29.422,73.301,4.62,100,453.595,0
01-09-2021 10:00,145,17.89,26.330724,29.497,73.014,4.597,100,458.767,0
01-09-2021 10:05,163,20.1,29.5993656,29.564,72.765,4.568,100,461.064,0
01-09-2021 10:10,187,23.21,33.9575544,29.623,72.552,4.53,100,462.146,0
01-09-2021 10:15,205,25.81,37.226196,29.675,72.37,4.484,100,462.983,0
01-09-2021 10:20,231,28.97,41.9475672,29.722,72.211,4.428,100,463.638,0
01-09-2021 10:25,266,33.46,48.3032592,29.766,72.069,4.363,100,464.172,0
01-09-2021 10:30,286,36.61,51.9350832,29.808,71.938,4.288,100,464.644,0
01-09-2021 10:35,317,40.16,57.5644104,29.849,71.81,4.202,100,465.117,0
01-09-2021 10:40,357,45.13,64.8280584,29.892,71.679,4.105,100,465.652,0
01-09-2021 10:45,391,49.67,71.0021592,29.937,71.537,3.996,100,466.308,0
01-09-2021 10:50,439,55.31,79.7185368,29.986,71.38,3.875,100,467.148,0
01-09-2021 10:55,489,61.98,88.7980968,30.041,71.199,3.742,100,468.233,0
01-09-2021 11:00,543,68.16,98.6040216,30.103,70.988,3.595,99.993,470.743,0
01-09-2021 11:05,600,75.05,108.95472,30.172,70.746,3.436,99.969,476.693,0
01-09-2021 11:10,645,80.49,117.126324,30.249,70.472,3.266,99.917,487.658,0
01-09-2021 11:15,672,83.27,122.0292864,30.333,70.171,3.086,99.837,503.657,0
01-09-2021 11:20,641,78.97,116.3999592,30.422,69.847,2.899,99.736,523.442,0
01-09-2021 11:25,673,82.97,122.2108776,30.515,69.505,2.707,99.622,545.766,0
01-09-2021 11:30,644,78.63,116.9447328,30.612,69.15,2.512,99.5,569.381,0
01-09-2021 11:40,652,80.36,118.3974624,30.81,68.419,2.123,99.264,615.494,0
01-09-2021 11:45,762,93.47,138.3724944,30.91,68.053,1.932,99.163,635.497,0
01-09-2021 11:50,865,104.03,157.076388,31.009,67.692,1.747,99.083,651.801,0
01-09-2021 11:55,861,103.63,156.3500232,31.105,67.342,1.571,99.031,663.157,0
01-09-2021 12:00,1004,117.33,182.3175648,31.198,67.006,1.404,99.013,669.606,0
01-09-2021 12:05,886,104.73,160.8898032,31.288,66.689,1.25,99.031,672.747,0
01-09-2021 12:10,946,110.09,171.7852752,31.372,66.394,1.111,99.083,674.596,0
01-09-2021 12:15,917,105.71,166.5191304,31.45,66.121,0.989,99.163,676.295,0
01-09-2021 12:20,901,105.2,163.6136712,31.522,65.874,0.887,99.264,677.839,0
01-09-2021 12:25,495,57.4,89.887644,31.587,65.654,0.808,99.378,679.223,0
01-09-2021 12:30,646,78.24,117.3079152,31.645,65.462,0.755,99.5,680.44,0
01-09-2021 12:35,416,49.51,75.5419392,31.694,65.301,0.729,99.622,681.485,0
01-09-2021 12:40,468,57.51,84.9846816,31.735,65.172,0.734,99.736,682.352,0
01-09-2021 12:45,530,65.01,96.243336,31.766,65.077,0.773,99.837,683.036,0
01-09-2021 12:50,472,58.5,85.7110464,31.787,65.018,0.847,99.917,683.531,0
01-09-2021 12:55,422,51.43,76.6314864,31.797,64.996,0.96,99.969,683.831,0
01-09-2021 13:00,554,67.85,100.6015248,31.796,65.014,1.114,99.98,683.492,0
01-09-2021 13:05,535,65.99,97.151292,31.783,65.073,1.309,99.938,681.704,0
01-09-2021 13:10,664,81.53,120.5765568,31.759,65.175,1.541,99.834,677.765,0
01-09-2021 13:15,780,94.4,141.641136,31.724,65.323,1.805,99.674,671.521,0
01-09-2021 13:20,694,83.06,126.0242928,31.679,65.517,2.096,99.472,663.296,0
01-09-2021 13:25,734,86.48,133.2879408,31.623,65.761,2.408,99.243,653.41,0
01-09-2021 13:30,561,67.22,101.8726632,31.558,66.057,2.735,99,642.188,0
01-09-2021 13:35,574,69.41,104.2333488,31.484,66.406,3.071,98.757,629.95,0
01-09-2021 13:40,830,98.58,150.720696,31.402,66.81,3.411,98.528,617.019,0
01-09-2021 13:45,554,66.19,100.6015248,31.311,67.272,3.749,98.326,603.716,0
01-09-2021 13:50,841,98.62,152.7181992,31.214,67.793,4.078,98.166,590.365,0
01-09-2021 13:55,905,104.55,164.340036,31.109,68.375,4.395,98.062,577.288,0.002
01-09-2021 14:00,685,78.5,124.389972,30.998,69.021,4.692,98.02,564.371,0.006
01-09-2021 14:05,820,94.11,148.904784,30.882,69.723,4.965,98.031,551.058,0.009
01-09-2021 14:10,818,86.45,148.5416016,30.762,70.469,5.212,98.083,536.773,0.008
01-09-2021 14:15,453,54,82.2608136,30.641,71.24,5.431,98.163,521.359,0.004
01-09-2021 14:20,560,67.5,101.691072,30.52,72.015,5.621,98.264,505.088,0.005
01-09-2021 14:25,454,54.15,82.4424048,30.401,72.775,5.779,98.378,488.234,0.009
01-09-2021 14:30,506,63.94,91.8851472,30.286,73.498,5.905,98.5,471.066,0.009
01-09-2021 14:35,340,41.89,61.741008,30.178,74.165,5.996,98.622,453.858,0.013
01-09-2021 14:40,476,57.9,86.4374112,30.078,74.756,6.051,98.736,436.882,0.009
01-09-2021 14:45,421,51.63,76.4498952,29.989,75.249,6.069,98.837,420.409,0.039
01-09-2021 14:50,398,50.21,72.2732976,29.913,75.624,6.049,98.917,404.711,0.041
01-09-2021 14:55,392,47.92,71.1837504,29.851,75.861,5.988,98.969,390.061,0.082
01-09-2021 15:00,392,48.22,71.1837504,29.806,75.943,5.886,98.993,376.585,0.073
01-09-2021 15:05,382,46.8,69.3678384,29.777,75.866,5.745,99,364.177,0.067
01-09-2021 15:10,380,46.41,69.004656,29.765,75.644,5.571,99,352.594,0.074
01-09-2021 15:15,369,44.75,67.0071528,29.765,75.305,5.372,99,341.609,0.072
01-09-2021 15:20,364,44.6,66.0991968,29.776,74.88,5.158,99,331.093,0.17
01-09-2021 15:25,363,44.22,65.9176056,29.794,74.399,4.938,99,320.918,0.166
01-09-2021 15:30,357,43.73,64.8280584,29.817,73.893,4.722,99,310.956,0.226
01-09-2021 15:35,456,55.62,82.8055872,29.842,73.394,4.519,99,301.078,0.145
01-09-2021 15:40,476,57.55,86.4374112,29.866,72.931,4.337,99,291.157,0.114
01-09-2021 15:45,359,43.38,65.1912408,29.886,72.536,4.188,99,281.064,0.057
01-09-2021 15:50,365,44.25,66.280788,29.899,72.239,4.079,99,270.671,0.151
01-09-2021 15:55,394,47.37,71.5469328,29.903,72.071,4.021,99,259.85,0.167
01-09-2021 16:00,422,50.44,76.6314864,29.895,72.061,4.022,98.993,248.446,0.145
01-09-2021 16:05,504,60.14,91.5219648,29.874,72.22,4.085,98.969,236.348,0.033
01-09-2021 16:10,502,59.53,91.1587824,29.839,72.544,4.206,98.917,223.55,0.066
01-09-2021 16:15,391,47.05,71.0021592,29.791,73.012,4.378,98.837,210.174,0.075
01-09-2021 16:20,390,46.03,70.820568,29.733,73.603,4.591,98.736,196.405,0.085
01-09-2021 16:25,324,39.04,58.8355488,29.664,74.293,4.837,98.622,182.427,0.052
01-09-2021 16:30,311,37.03,56.4748632,29.586,75.06,5.106,98.5,168.425,0.043
01-09-2021 16:35,308,37.02,55.9300896,29.501,75.879,5.388,98.378,154.583,0.034
01-09-2021 16:40,305,36.81,55.385316,29.408,76.729,5.676,98.264,141.085,0.01
01-09-2021 16:50,271,32.55,49.2112152,29.21,78.427,6.227,98.083,115.859,0.048
01-09-2021 16:55,235,28.09,42.673932,29.106,79.23,6.473,98.031,104.5,0.042
01-09-2021 17:00,191,22.8,34.6839192,29,79.974,6.687,98.013,93.904,0.021
01-09-2021 17:05,165,19.87,29.962548,28.893,80.644,6.864,98.031,83.634,0
01-09-2021 17:10,157,18.77,28.5098184,28.787,81.236,7.004,98.083,73.271,0
01-09-2021 17:15,148,17.95,26.8754976,28.682,81.755,7.109,98.163,62.737,0
01-09-2021 17:20,141,16.63,25.6043592,28.579,82.206,7.182,98.264,52.278,0
01-09-2021 17:25,131,15.07,23.7884472,28.478,82.594,7.227,98.378,42.138,0
01-09-2021 17:30,118,13.67,21.4277616,28.381,82.924,7.245,98.5,32.565,0
01-09-2021 17:35,112,12.81,20.3382144,28.287,83.202,7.242,98.622,23.802,0
01-09-2021 17:40,107,12.21,19.4302584,28.198,83.433,7.219,98.736,16.097,0
01-09-2021 17:45,102,11.53,18.5223024,28.114,83.622,7.18,98.837,9.695,0
01-09-2021 17:50,95,10.69,17.251164,28.037,83.775,7.128,98.917,4.841,0
01-09-2021 17:55,87,9.97,15.7984344,27.966,83.897,7.067,98.969,1.782,0
01-09-2021 18:00,75,8.18,13.61934,27.903,83.993,6.999,98.993,0.367,0
01-09-2021 18:05,58,6.27,10.5322896,27.847,84.069,6.926,99,0,0
01-09-2021 18:10,50,5.58,9.07956,27.798,84.13,6.849,99,0,0
01-09-2021 18:15,50,5.22,9.07956,27.756,84.18,6.767,99,0,0
01-09-2021 18:20,41,4.35,7.4452392,27.719,84.225,6.679,99,0,0
01-09-2021 18:25,35,3.58,6.355692,27.686,84.27,6.586,99,0,0
01-09-2021 18:30,30,2.86,5.447736,27.657,84.321,6.485,99,0,0
01-09-2021 18:35,22,2.07,3.9950064,27.63,84.381,6.377,99,0,0
01-09-2021 18:40,15,1.31,2.723868,27.604,84.457,6.261,99,0,0
01-09-2021 18:45,10,0.45,1.815912,27.58,84.553,6.135,99,0,0
01-09-2021 18:50,4,0,0.7263648,27.555,84.674,5.999,99,0,0
01-09-2021 18:55,1,0,0.1815912,27.528,84.826,5.853,99,0,0
01-09-2021 19:00,2,0,0.3631824,27.499,85.013,5.696,98.997,0,0
02-09-2021 05:00,2,0,0.3631824,24.998,94.002,9.623,99.993,0.019,0.096
02-09-2021 05:05,3,0,0.5447736,25.02,93.854,9.574,99.969,0.092,0.055
02-09-2021 05:10,4,0,0.7263648,25.035,93.71,9.585,99.917,0.257,0.074
02-09-2021 05:15,2,0,0.3631824,25.046,93.568,9.649,99.837,0.53,0.059
02-09-2021 05:20,2,0,0.3631824,25.053,93.425,9.753,99.736,0.907,0.075
02-09-2021 05:25,2,0,0.3631824,25.057,93.279,9.888,99.622,1.388,0.052
02-09-2021 05:30,2,0,0.3631824,25.059,93.129,10.042,99.5,1.969,0.036
02-09-2021 05:35,2,0,0.3631824,25.06,92.971,10.205,99.378,2.648,0.039
02-09-2021 05:40,2,0,0.3631824,25.063,92.804,10.367,99.264,3.422,0.037
02-09-2021 05:45,3,0,0.5447736,25.067,92.625,10.516,99.163,4.289,0.028
02-09-2021 05:50,2,0,0.3631824,25.074,92.431,10.642,99.083,5.248,0.065
02-09-2021 05:55,2,0,0.3631824,25.085,92.222,10.734,99.031,6.295,0.063
02-09-2021 06:00,4,0,0.7263648,25.102,91.993,10.783,99.007,8.018,0.059
02-09-2021 06:05,3,0,0.5447736,25.125,91.745,10.783,99,11.493,0
02-09-2021 06:10,2,0,0.3631824,25.154,91.478,10.734,99,17.64,0
02-09-2021 06:15,2,0,0.3631824,25.19,91.192,10.643,99,26.634,0
02-09-2021 06:25,3,0,0.5447736,25.282,90.569,10.351,99,51.296,0
02-09-2021 06:30,2,0,0.3631824,25.337,90.236,10.163,99,66.032,0
02-09-2021 06:35,2,0,0.3631824,25.399,89.889,9.955,99,81.747,0
02-09-2021 06:40,3,0,0.5447736,25.467,89.53,9.732,99,97.976,0
02-09-2021 06:45,3,0,0.5447736,25.541,89.16,9.499,99,114.252,0
02-09-2021 06:50,2,0,0.3631824,25.622,88.78,9.263,99,130.108,0
02-09-2021 06:55,5,0,0.907956,25.709,88.393,9.03,99,145.077,0.001
02-09-2021 07:00,10,0.58,1.815912,25.802,87.998,8.804,99.007,158.979,0.001
02-09-2021 07:05,25,2.61,4.53978,25.901,87.596,8.591,99.031,172.04,0.002
02-09-2021 07:10,40,5.17,7.263648,26.006,87.185,8.394,99.083,184.672,0.007
02-09-2021 07:15,60,7.65,10.895472,26.117,86.763,8.216,99.163,197.183,0.011
02-09-2021 07:20,60,8.53,10.895472,26.233,86.326,8.058,99.264,209.658,0.011
02-09-2021 07:25,66,9.79,11.9850192,26.353,85.873,7.924,99.378,222.182,0.005
02-09-2021 07:30,74,10.48,13.4377488,26.478,85.4,7.814,99.5,234.84,0.003
02-09-2021 07:35,83,12.25,15.0720696,26.607,84.904,7.732,99.622,247.716,0.004
02-09-2021 07:40,90,15.31,16.343208,26.74,84.383,7.68,99.736,260.896,0.011
02-09-2021 07:45,101,20.06,18.3407112,26.876,83.833,7.659,99.837,274.464,0.01
02-09-2021 07:50,111,28.75,20.1566232,27.015,83.253,7.673,99.917,288.504,0.017
02-09-2021 07:55,123,24.97,22.3357176,27.157,82.638,7.724,99.969,303.102,0.01
02-09-2021 08:00,238,31.79,43.2187056,27.301,81.987,7.813,99.993,318.411,0.008
02-09-2021 08:05,125,16.11,22.6989,27.447,81.301,7.94,100,334.597,0
02-09-2021 08:10,192,24.43,34.8655104,27.594,80.581,8.102,100,351.742,0
02-09-2021 08:15,158,20.59,28.6914096,27.743,79.835,8.294,100,369.776,0
02-09-2021 08:20,146,19.05,26.5123152,27.893,79.07,8.509,100,388.53,0
02-09-2021 08:25,103,12.99,18.7038936,28.044,78.291,8.742,100,407.839,0
02-09-2021 08:30,109,13.54,19.7934408,28.195,77.505,8.988,100,427.533,0
02-09-2021 08:35,124,15.7,22.5173088,28.347,76.718,9.239,100,447.447,0
02-09-2021 08:40,116,14.51,21.0645792,28.498,75.938,9.491,100,467.412,0
02-09-2021 08:45,133,16.8,24.1516296,28.65,75.171,9.738,100,487.261,0
02-09-2021 08:50,175,22.15,31.77846,28.801,74.424,9.975,100,506.826,0
02-09-2021 08:55,215,27.98,39.042108,28.951,73.702,10.194,100,525.941,0
02-09-2021 09:00,277,36.5,50.3007624,29.1,73.013,10.391,100,544.991,0
02-09-2021 09:05,270,35.19,49.029624,29.247,72.36,10.562,100,564.793,0
02-09-2021 09:10,277,35.94,50.3007624,29.392,71.748,10.706,100,585.987,0
02-09-2021 09:15,351,45.7,63.7385112,29.534,71.176,10.823,100,608.481,0
02-09-2021 09:20,329,42.51,59.7435048,29.671,70.645,10.913,100,631.572,0
02-09-2021 09:25,325,41.77,59.01714,29.803,70.158,10.979,100,654.555,0
02-09-2021 09:30,318,40.65,57.7460016,29.929,69.714,11.02,100,676.727,0
02-09-2021 09:35,301,38.19,54.6589512,30.047,69.315,11.037,100,697.382,0
02-09-2021 09:40,287,36.51,52.1166744,30.158,68.961,11.031,100,715.818,0
02-09-2021 09:45,289,37.28,52.4798568,30.259,68.653,11.003,100,731.331,0
02-09-2021 09:50,284,36.15,51.5719008,30.349,68.392,10.954,100,743.216,0
02-09-2021 09:55,289,36.6,52.4798568,30.429,68.18,10.884,100,750.769,0
02-09-2021 10:00,281,35.4,51.0271272,30.496,68.016,10.794,100,754.068,0
02-09-2021 10:05,278,34.9,50.4823536,30.551,67.899,10.686,100,754.164,0
02-09-2021 10:10,282,35.55,51.2087184,30.594,67.825,10.562,100,752.393,0
02-09-2021 10:15,281,35.44,51.0271272,30.627,67.787,10.426,100,749.598,0
02-09-2021 10:20,277,34.64,50.3007624,30.651,67.779,10.281,100,745.936,0
02-09-2021 10:25,262,32.8,47.5768944,30.667,67.795,10.131,100,741.565,0
02-09-2021 10:30,255,32.1,46.305756,30.678,67.827,9.978,100,736.641,0
02-09-2021 10:35,250,30.98,45.3978,30.685,67.868,9.827,100,731.321,0
02-09-2021 10:40,238,29.61,43.2187056,30.688,67.913,9.68,100,725.763,0
02-09-2021 10:45,224,27.67,40.6764288,30.69,67.954,9.541,100,720.123,0
02-09-2021 10:50,206,25.63,37.4077872,30.692,67.985,9.414,100,714.558,0
02-09-2021 10:55,199,24.52,36.1366488,30.695,67.999,9.301,100,709.226,0.003
02-09-2021 11:00,190,23.4,34.502328,30.701,67.99,9.207,99.987,704.169,0.008
02-09-2021 11:05,172,21.39,31.2336864,30.711,67.956,9.131,99.938,699.285,0.019
02-09-2021 11:10,153,19.04,27.7834536,30.725,67.896,9.071,99.834,694.412,0.023
02-09-2021 11:15,136,16.75,24.6964032,30.742,67.817,9.023,99.674,689.45,0.029
02-09-2021 11:20,124,14.92,22.5173088,30.763,67.722,8.983,99.472,684.391,0.02
02-09-2021 11:25,129,15.49,23.4252648,30.787,67.617,8.947,99.243,679.229,0.017
02-09-2021 11:30,133,16.02,24.1516296,30.813,67.507,8.909,99,673.958,0.007
02-09-2021 11:40,129,15.76,23.4252648,30.871,67.289,8.809,98.528,663.059,0.021
02-09-2021 11:45,119,14.52,21.6093528,30.902,67.193,8.738,98.326,657.418,0.021
02-09-2021 11:50,110,13.27,19.975032,30.934,67.111,8.648,98.166,651.64,0.022
02-09-2021 11:55,104,12.57,18.8854848,30.967,67.048,8.533,98.062,645.719,0.003
02-09-2021 12:00,127,15.35,23.0620824,31,67.01,8.389,98.013,639.623,0.004
02-09-2021 12:05,143,17.29,25.9675416,31.032,66.999,8.216,98,633.304,0.005
02-09-2021 12:10,152,18.66,27.6018624,31.062,67.019,8.016,98,626.731,0.007
02-09-2021 12:15,151,18.42,27.4202712,31.089,67.069,7.794,98,619.91,0.005
02-09-2021 12:20,149,18.41,27.0570888,31.11,67.151,7.558,98,612.878,0.01
02-09-2021 12:25,143,17.62,25.9675416,31.125,67.265,7.314,98,605.672,0.011
02-09-2021 12:30,146,17.62,26.5123152,31.131,67.411,7.068,98,598.329,0.012
02-09-2021 12:35,136,16.49,24.6964032,31.126,67.591,6.827,98,590.884,0.014
02-09-2021 12:40,108,13.15,19.6118496,31.11,67.805,6.597,98,583.376,0.013
02-09-2021 12:45,116,13.47,21.0645792,31.081,68.053,6.384,98,575.841,0.014
02-09-2021 12:50,129,15.64,23.4252648,31.036,68.337,6.195,98,568.315,0.004
02-09-2021 12:55,132,16.21,23.9700384,30.974,68.656,6.036,98,560.836,0.007
02-09-2021 13:00,133,16.17,24.1516296,30.894,69.012,5.914,98.007,553.464,0.009
02-09-2021 13:05,131,16.07,23.7884472,30.795,69.403,5.83,98.031,546.26,0.014
02-09-2021 13:10,133,16.24,24.1516296,30.68,69.827,5.785,98.083,539.241,0.02
02-09-2021 13:15,133,16.55,24.1516296,30.551,70.279,5.776,98.163,532.363,0.029
02-09-2021 13:20,140,17.33,25.422768,30.411,70.757,5.797,98.264,525.54,0.025
02-09-2021 13:25,152,18.77,27.6018624,30.265,71.256,5.845,98.378,518.688,0.016
02-09-2021 13:30,160,19.77,29.054592,30.114,71.772,5.916,98.5,511.724,0.006
02-09-2021 13:35,160,19.85,29.054592,29.962,72.301,6.006,98.622,504.564,0.009
02-09-2021 13:40,160,19.58,29.054592,29.813,72.838,6.111,98.736,497.122,0.018
02-09-2021 13:45,159,19.63,28.8730008,29.67,73.38,6.226,98.837,489.316,0.02
02-09-2021 13:50,156,19.83,28.3282272,29.535,73.924,6.349,98.917,481.06,0.017
02-09-2021 13:55,161,20.11,29.2361832,29.413,74.464,6.474,98.969,472.272,0.041
02-09-2021 14:00,167,20.74,30.3257304,29.306,74.996,6.599,98.941,462.434,0.396
02-09-2021 14:05,170,21.22,30.870504,29.216,75.517,6.719,98.748,450.776,0.533
02-09-2021 14:10,177,21.82,32.1416424,29.142,76.021,6.835,98.319,436.798,0.581
02-09-2021 14:15,180,22.02,32.686416,29.084,76.503,6.947,97.65,420.705,0.221
02-09-2021 14:20,179,22.15,32.5048248,29.04,76.958,7.054,96.783,403.221,0.16
02-09-2021 14:25,182,22.29,33.0495984,29.009,77.38,7.157,95.764,385.074,0.317
02-09-2021 14:30,184,22.83,33.4127808,28.988,77.765,7.257,94.636,366.987,0.417
02-09-2021 14:35,187,23.18,33.9575544,28.976,78.106,7.353,93.444,349.689,0.384
02-09-2021 14:40,186,23.29,33.7759632,28.972,78.398,7.447,92.232,333.903,0.156
02-09-2021 14:45,183,22.98,33.2311896,28.974,78.636,7.538,91.044,320.357,0.129
02-09-2021 14:50,181,22.77,32.8680072,28.98,78.816,7.627,89.924,309.777,0.222
02-09-2021 14:55,181,22.83,32.8680072,28.989,78.93,7.714,88.917,302.887,0.213
02-09-2021 15:00,181,22.82,32.8680072,29,78.976,7.799,88.02,299.527,0.143
02-09-2021 15:05,185,23.12,33.594372,29.011,78.953,7.882,87.176,298.485,0.012
02-09-2021 15:15,170,21.29,30.870504,29.03,78.728,8.024,85.445,298.164,0.013
02-09-2021 15:20,160,20.21,29.054592,29.037,78.549,8.075,84.559,298.058,0.007
02-09-2021 15:25,160,20.13,29.054592,29.043,78.34,8.106,83.691,297.974,0.005
02-09-2021 15:30,178,22.16,32.3232336,29.046,78.114,8.113,82.863,297.9,0.005
02-09-2021 15:35,203,25.69,36.8630136,29.047,77.881,8.09,82.1,297.827,0.004
02-09-2021 15:40,227,28.65,41.2212024,29.045,77.653,8.035,81.425,297.743,0.002
02-09-2021 15:45,233,29.05,42.3107496,29.039,77.441,7.94,80.861,297.637,0.006
02-09-2021 15:50,227,28.06,41.2212024,29.03,77.258,7.803,80.431,297.498,0.011
02-09-2021 15:55,222,26.96,40.3132464,29.016,77.114,7.618,80.159,297.315,0.013
02-09-2021 16:00,213,0,38.6789256,28.998,77.02,7.382,80.071,296.202,0.022
02-09-2021 16:05,213,0,38.6789256,28.975,76.983,7.095,80.184,292.568,0.126
02-09-2021 16:10,206,0,37.4077872,28.948,77.006,6.763,80.498,285.084,0.129
02-09-2021 16:15,195,0,35.410284,28.915,77.086,6.397,80.993,273.559,0.116
02-09-2021 16:20,176,0,31.9600512,28.878,77.222,6.008,81.642,258.765,0.023
02-09-2021 16:25,153,0,27.7834536,28.835,77.411,5.608,82.415,241.473,0.019
02-09-2021 16:30,136,0,24.6964032,28.788,77.65,5.207,83.285,222.456,0.034
02-09-2021 16:35,123,0,22.3357176,28.735,77.937,4.817,84.224,202.484,0.032
02-09-2021 16:40,120,0,21.790944,28.678,78.27,4.449,85.204,182.33,0.078
02-09-2021 16:45,118,0,21.4277616,28.615,78.646,4.115,86.197,162.765,0.062
02-09-2021 16:50,119,0,21.6093528,28.548,79.063,3.825,87.173,144.562,0.052
02-09-2021 16:55,116,0,21.0645792,28.476,79.519,3.592,88.106,128.491,0.021
02-09-2021 17:00,111,0,20.1566232,28.398,80.011,3.425,89.013,114.545,0.07
02-09-2021 17:05,108,0,19.6118496,28.317,80.536,3.33,89.957,101.831,0.082
02-09-2021 17:10,105,0,19.067076,28.231,81.088,3.305,90.994,89.299,0.575
02-09-2021 17:15,101,0,18.3407112,28.141,81.664,3.344,92.13,76.527,0.857
02-09-2021 17:20,98,0,17.7959376,28.049,82.257,3.438,93.324,63.817,1.032
02-09-2021 17:25,91,0,16.5247992,27.954,82.863,3.581,94.533,51.475,0.6
02-09-2021 17:30,84,0,15.2536608,27.859,83.475,3.764,95.715,39.805,0.4
